Customer_ID,Age,Gender,Annual_Income,Spending_Score,City,Review_Text,Membership_Duration,Purchase_Frequency,Satisfaction_Rating,Income_to_Spending_Ratio,Age_Group,Is_High_Spender,Income_Category,Purchase_Intensity,Engagement_Score,Customer_Segment,City_Tier,Review_Length,Positive_Feedback,Avg_Spend_per_Visit,Loyalty_Index,Has_Long_Membership,Digital_Engagement,Churn(target)
512,33,Male,189439,66,Mumbai,Not satisfied,8,19,2,,Adult,0,Very High,125.4,4.027061106,D,Tier 2,13,1,3292.324504,1.978405653,1,0.963733547,1
513,31,Female,64387,48,,Good product,9,6,5,1314.020408,Adult,0,Medium,28.8,5.182662786,C,,12,1,4675.168174,2.270892783,1,0.292953171,1
514,45,,153085,45,Chennai,Very bad,1,19,,3327.934783,Middle-Aged,,Very High,,3.871627794,C,Tier 3,8,1,1026.607587,3.781212455,0,0.205749255,1
516,48,Other,153639,76,Chennai,Loved it,1,2,1,1995.311688,Middle-Aged,,Very High,15.2,4.643489763,D,Tier 3,8,0,6447.061774,2.434537976,0,0.16654845,0
517,69,Other,161822,89,Mumbai,Loved it,3,12,1,1798.022222,Senior,1,Very High,106.8,8.429866224,,Tier 3,8,0,6066.45851,6.39508396,0,0.97254688,1
518,56,Female,197113,42,Bangalore,Good product,7,17,3,4584.023256,Middle-Aged,0,Very High,71.4,5.980583758,B,Tier 2,12,0,623.93528,6.38631359,1,0.235480796,0
520,21,Other,117003,14,Chennai,,5,10,2,7800.2,Youth,,High,14,9.346633082,C,Tier 1,12,0,413.564964,2.936206569,0,0.012458412,0
521,27,Other,171723,16,,Loved it,6,1,,10101.35294,Adult,0,Very High,1.6,6.130340099,D,Tier 1,8,1,1530.914959,5.579854663,1,0.546715946,0
522,46,Male,48885,86,Delhi,Excellent,6,12,1,561.8965517,,,Low,103.2,,D,Tier 2,9,0,6974.388786,5.471998735,1,0.358323262,0
524,35,Male,107736,64,Mumbai,Very bad,7,7,5,1657.476923,Adult,0,High,44.8,8.727809204,,Tier 3,8,1,852.1551511,8.872133078,1,0.468725605,0
525,25,Other,35804,70,Delhi,Not satisfied,5,9,2,504.2816901,Youth,0,Low,63,6.623534743,A,Tier 3,13,1,1332.222098,8.253463627,0,0.658576368,1
526,18,Male,27857,56,Bangalore,Very bad,7,14,2,488.7192982,Youth,0,Low,78.4,,C,Tier 2,8,1,1974.939443,8.530607643,1,0.457963316,1
527,68,Female,56613,54,Kolkata,Good product,9,8,5,1029.327273,Senior,0,Medium,43.2,3.290344787,C,Tier 3,12,0,1244.759134,8.700729618,1,0.887404802,0
532,21,Other,178376,59,Mumbai,Very bad,,17,2,2972.933333,Youth,0,Very High,100.3,7.562500325,A,,8,1,4076.425226,4.586433284,1,0.243776178,0
534,,,164252,13,Kolkata,Could be better,8,14,4,11732.28571,Middle-Aged,0,Very High,18.2,6.825139489,B,Tier 3,15,1,467.7187286,,1,0.458390856,1
535,60,Other,151627,96,Chennai,Excellent,8,3,1,1563.164948,Middle-Aged,1,,28.8,6.39636096,D,Tier 1,,1,3406.703468,9.491146429,1,0.085723523,0
537,45,Other,86381,89,Bangalore,Good product,8,19,1,959.7888889,Middle-Aged,1,Medium,169.1,7.490988252,D,Tier 3,12,0,,2.008253398,1,0.811757265,0
538,25,Male,97004,66,Chennai,Good product,1,,4,1447.820896,Youth,0,Medium,66,9.377268885,C,Tier 3,12,,3209.976365,7.943084678,0,0.815441246,1
540,52,Male,80782,83,Bangalore,Not satisfied,7,6,3,961.6904762,Middle-Aged,1,Medium,49.8,,,Tier 2,13,1,3696.872235,,1,0.891585295,0
541,67,Male,122739,75,Delhi,Could be better,9,18,3,1614.986842,Senior,,High,135,6.207386416,B,Tier 2,15,1,4962.932568,1.286266304,1,0.354180067,0
542,56,,136680,,Bangalore,Could be better,5,11,2,2847.5,Middle-Aged,0,High,51.7,8.620953234,D,Tier 1,15,0,562.2438744,6.371530408,0,0.864429345,1
543,57,Female,133034,80,Delhi,Loved it,6,4,3,1642.395062,Middle-Aged,1,High,32,6.401975866,C,Tier 1,8,0,6748.198355,6.410538357,1,0.14088661,0
546,41,Male,54812,28,Kolkata,Loved it,3,8,4,1890.068966,Middle-Aged,0,Medium,22.4,5.672783607,D,Tier 3,8,0,2465.096412,7.844110656,0,0.487527421,1
547,19,Female,,39,Delhi,Good product,3,6,5,2555.075,Youth,0,High,23.4,9.555794065,A,Tier 2,12,1,1510.348863,1.771269968,0,0.493184317,1
548,45,Other,74362,10,Bangalore,Loved it,4,7,1,6760.181818,Middle-Aged,0,Medium,7,,B,,8,1,152.9284491,2.164233054,0,0.495796875,0
550,31,Female,172053,32,Delhi,Very bad,7,1,5,5213.727273,Adult,0,Very High,3.2,6.619544168,D,,8,0,1288.439973,3.668611165,1,0.636465334,1
551,33,Male,141684,51,Kolkata,Good product,7,10,2,2724.692308,Adult,0,High,51,9.674012228,A,Tier 1,12,1,1338.388035,4.547177639,1,0.207172169,0
552,43,Female,189241,2,Chennai,Loved it,8,3,4,63080.33333,Middle-Aged,0,Very High,0.6,,,Tier 1,8,0,136.2310068,4.647216951,1,0.807245583,0
554,65,Female,,94,Delhi,Very bad,2,3,5,,Senior,1,Medium,28.2,4.268588507,D,Tier 2,8,1,2903.641826,6.689486484,0,0.416790512,0
557,64,,160202,68,Mumbai,Good product,8,2,2,2321.768116,Senior,0,Very High,13.6,5.970910318,A,Tier 2,12,0,,5.781097549,1,0.560092918,1
559,51,Male,105366,36,Kolkata,Not satisfied,1,2,2,2847.72973,Middle-Aged,0,High,7.2,7.19775657,B,Tier 1,13,0,,3.379092964,0,0.451231699,0
560,44,Female,101268,84,Delhi,Excellent,6,19,5,1191.388235,Middle-Aged,1,High,159.6,9.239836599,D,Tier 2,,1,8079.015293,3.487614907,1,0.911386759,1
561,45,Other,77705,,,Excellent,8,5,4,883.0113636,Middle-Aged,,,43.5,3.687655934,C,Tier 1,9,1,2557.313675,,1,0.816605094,1
563,27,Male,152201,16,Bangalore,Average quality,2,8,5,8953,Adult,0,Very High,12.8,6.757267405,D,Tier 3,15,1,1073.673363,7.561923207,0,0.413990747,1
564,64,,143800,77,Bangalore,Good product,2,14,2,1843.589744,Senior,1,High,107.8,9.883796841,A,Tier 1,12,1,3222.391217,8.786087238,0,0.907008121,1
565,,Other,21515,46,Chennai,Not satisfied,7,,1,457.7659574,Senior,0,Low,,3.917091451,D,Tier 1,13,1,2015.631407,5.576671285,1,0.10990994,0
566,38,Male,138680,56,Mumbai,Loved it,7,18,5,2432.982456,Adult,0,High,100.8,2.071969118,,Tier 1,8,,1442.837467,3.562293656,1,0.311576267,0
567,44,Other,39643,36,Mumbai,Loved it,1,4,3,1071.432432,Middle-Aged,0,Low,14.4,,,Tier 3,8,,1993.672366,9.570479053,0,0.716538637,1
569,37,Other,162283,,Mumbai,Average quality,7,7,2,,,0,Very High,14.7,6.918552544,C,Tier 2,15,1,1283.608153,1.505495481,1,0.872282889,0
570,19,,73364,9,Kolkata,Could be better,9,17,5,7336.4,Youth,0,Medium,,7.827539356,D,Tier 1,15,1,438.9639474,7.245894558,1,0.477367354,0
571,,Female,22972,69,Chennai,Excellent,7,1,5,328.1714286,Adult,0,Low,6.9,7.98818738,,Tier 1,9,0,,9.87951571,1,0.023039468,1
572,50,Female,195215,7,Delhi,Excellent,6,10,1,24401.875,Middle-Aged,0,Very High,,9.024258803,B,Tier 3,9,1,458.5383828,9.274922884,1,0.295342202,0
574,28,Female,133012,71,,Excellent,2,11,1,1847.388889,Adult,,High,78.1,,D,Tier 3,9,0,3503.803652,5.206710584,0,0.658198799,0
575,47,Male,40085,69,Bangalore,Excellent,8,,2,572.6428571,,,Low,27.6,9.381750811,A,,9,1,3334.99909,3.749825321,1,0.483691955,0
577,,Other,49592,95,Kolkata,Excellent,5,2,2,516.5833333,Middle-Aged,1,Low,19,6.45667725,A,Tier 1,9,1,6982.902369,,0,0.864008684,1
578,55,Other,121503,66,Chennai,Excellent,5,19,2,1813.477612,Middle-Aged,0,High,125.4,8.737542401,C,Tier 1,9,1,6211.682791,4.755753271,,0.015975829,0
579,43,Male,146150,89,Mumbai,Good product,4,14,3,,,1,High,124.6,9.132679543,B,Tier 2,12,0,1452.429542,1.939392359,0,0.561167444,0
580,26,Female,180014,60,Chennai,Not satisfied,6,19,1,2951.04918,Adult,0,Very High,114,,A,Tier 2,13,0,654.9386176,7.538062991,1,,0
581,42,Other,,17,Kolkata,,3,12,5,4446.555556,Middle-Aged,0,Medium,20.4,7.763916767,,Tier 1,9,0,753.6873654,6.474955113,0,0.973672398,0
584,37,Female,168279,95,Bangalore,Could be better,2,15,1,1752.90625,,1,Very High,142.5,6.888114971,D,Tier 3,15,0,7250.567631,5.835087183,0,0.023019516,0
585,29,Female,95791,61,Mumbai,Excellent,3,17,1,1545.016129,Adult,0,Medium,103.7,1.831612893,A,Tier 2,9,1,2944.171623,4.980693472,0,0.301565189,0
586,64,Male,160749,56,Mumbai,,9,2,4,2820.157895,Senior,0,Very High,,7.988787485,C,Tier 1,,1,3077.115089,6.79927486,1,0.593789154,0
587,30,Other,,15,Kolkata,Very bad,8,15,4,4349.3125,,0,,22.5,4.285763898,C,Tier 1,8,1,,4.212256326,1,0.116532821,0
588,,Male,75934,44,Chennai,Not satisfied,2,18,,1687.422222,Middle-Aged,0,,79.2,1.234599462,A,Tier 2,13,1,2192.059189,5.314200108,0,0.18703223,0
589,29,Male,27373,44,Mumbai,,3,6,5,608.2888889,Adult,0,Low,26.4,6.531811116,A,Tier 1,8,1,2869.881099,6.459668632,0,0.793484615,1
590,64,Male,171613,57,Chennai,Very bad,6,13,4,2958.844828,,0,Very High,74.1,9.384429903,C,Tier 1,8,0,2345.067591,,,0.914452913,0
591,52,Female,,69,Mumbai,Average quality,,11,2,2419.628571,Middle-Aged,0,Very High,75.9,4.447394316,C,Tier 1,15,,2884.515607,6.997069612,0,0.342346414,1
592,53,Female,74646,79,Bangalore,Very bad,,14,1,933.075,Middle-Aged,1,Medium,110.6,3.978805827,,Tier 3,8,1,,4.70462306,0,0.864830431,0
593,47,Other,74970,12,Delhi,Loved it,2,17,1,5766.923077,Middle-Aged,0,Medium,20.4,2.963917694,D,Tier 2,8,,563.7852766,3.858370027,0,0.135047999,0
594,18,Other,161779,88,Mumbai,Very bad,9,6,2,1817.741573,Youth,,Very High,52.8,5.254737529,B,Tier 1,,1,4355.613851,1.939700933,1,0.781434864,0
595,42,,,83,Mumbai,Loved it,9,,4,1898.690476,,1,Very High,107.9,4.668824392,C,Tier 2,8,1,4226.702831,3.26598339,1,0.837772316,1
596,50,Other,134881,,Kolkata,Not satisfied,1,16,1,2932.195652,Middle-Aged,0,,72,6.25638657,B,Tier 1,13,1,891.0775355,2.211653867,0,,0
598,47,Male,199704,4,Chennai,Not satisfied,1,15,4,39940.8,Middle-Aged,,Very High,6,8.050800714,B,Tier 3,13,0,282.1677303,7.963772241,0,0.27724304,0
601,21,Female,39773,9,Delhi,Excellent,4,18,4,3977.3,Youth,0,Low,16.2,9.293868489,C,Tier 1,9,0,167.6382034,9.085809186,0,0.573157512,0
604,65,Male,,31,Kolkata,Good product,7,,5,,Senior,0,,3.1,7.247398358,B,Tier 3,12,1,912.7522263,9.609958727,1,0.800493547,0
605,38,Other,167525,80,Chennai,Average quality,1,10,1,,Adult,1,Very High,80,2.717034131,C,Tier 1,15,0,6105.694483,9.818515204,0,0.142130994,0
607,62,Male,81868,81,Bangalore,Good product,7,3,,998.3902439,Senior,1,Medium,24.3,8.306799581,C,Tier 1,12,0,2327.296112,8.889498735,1,0.687982904,0
609,45,Other,92104,84,Chennai,Average quality,4,19,2,1083.576471,Middle-Aged,1,Medium,159.6,4.016740917,D,Tier 1,15,1,1269.262389,3.617021664,0,,0
610,54,Male,177359,56,Bangalore,Excellent,6,12,1,3111.561404,Middle-Aged,0,,67.2,9.10339956,C,Tier 2,9,0,1795.278837,7.370102412,,0.979229816,0
613,37,Other,73634,39,Chennai,Not satisfied,2,8,4,1840.85,Adult,0,Medium,31.2,,B,Tier 1,13,1,3275.334239,2.588761936,0,0.725500135,0
615,53,Other,85867,80,Kolkata,Could be better,6,16,3,1060.08642,Middle-Aged,1,Medium,128,8.688021753,D,Tier 2,15,1,7928.706458,7.880788269,,0.81817965,1
616,,Female,40750,43,Chennai,Not satisfied,6,2,2,926.1363636,Middle-Aged,0,Low,8.6,7.149993811,A,Tier 3,13,1,4147.377655,3.404249609,1,0.690630473,0
617,22,Male,153851,22,Delhi,Could be better,5,17,2,6689.173913,Youth,0,Very High,,,B,Tier 1,15,1,932.2869216,4.491213673,0,0.954142071,0
620,51,Other,34591,79,Bangalore,Could be better,2,19,2,432.3875,Middle-Aged,,Low,150.1,3.618133482,B,,15,1,4742.269059,8.120698019,0,0.618890117,0
623,52,Other,63481,90,Bangalore,Average quality,3,17,1,697.5934066,Middle-Aged,1,Medium,153,3.572262335,A,Tier 3,15,1,6339.357174,2.789386218,0,0.890223113,0
624,65,Female,100859,71,Kolkata,Very bad,8,17,2,1400.819444,Senior,1,High,120.7,1.534978795,B,Tier 3,8,,2607.301749,8.122064529,1,,0
625,56,Female,72709,98,Chennai,Not satisfied,5,12,5,734.4343434,Middle-Aged,1,Medium,117.6,9.504468158,C,,13,0,6889.147297,6.681733996,0,0.698259863,0
626,,Other,98518,39,Delhi,Not satisfied,2,16,1,2462.95,Adult,0,Medium,62.4,3.00201551,B,Tier 2,13,1,3292.344659,,0,0.675539162,0
627,63,,144481,22,Kolkata,Very bad,6,15,2,6281.782609,,0,High,33,6.466922388,B,Tier 3,8,1,327.3176015,7.68323101,1,,0
628,36,Female,196284,82,Chennai,Could be better,2,16,1,2364.86747,Adult,1,Very High,131.2,9.286418112,B,Tier 3,15,0,859.5516681,4.84721331,0,0.764105241,1
629,66,Other,184760,59,Chennai,Loved it,2,14,1,3079.333333,Senior,0,Very High,82.6,7.2636237,A,Tier 1,8,0,5722.017609,7.21611876,0,0.716372973,0
632,21,Female,126080,32,Delhi,Very bad,9,4,3,3820.606061,Youth,0,High,12.8,2.468178235,B,Tier 1,8,1,1399.795668,4.880256419,1,0.461172374,0
633,18,Female,144342,67,Mumbai,Excellent,1,14,5,2122.676471,Youth,0,High,93.8,2.979974374,C,Tier 1,9,1,1473.375135,7.707104678,0,0.398547399,0
634,69,Other,21996,34,Delhi,Excellent,4,9,3,628.4571429,Senior,0,Low,30.6,1.762797821,C,Tier 3,9,1,2584.853953,2.874386697,0,0.052837238,1
635,34,,41322,57,Bangalore,Average quality,9,17,,712.4482759,Adult,0,Low,96.9,1.419106704,D,Tier 1,15,1,4223.239645,,1,0.766008064,0
636,60,Female,63617,62,Mumbai,Loved it,,18,5,1009.793651,Middle-Aged,0,Medium,,4.997038326,A,Tier 1,8,1,1109.559427,7.004863495,0,0.897135429,0
639,63,Male,55371,73,Kolkata,Excellent,9,8,2,748.2567568,Senior,1,Medium,58.4,,B,Tier 2,9,0,4664.444082,4.241401206,1,0.21812804,0
640,53,Male,76633,82,Mumbai,Loved it,1,12,,923.2891566,Middle-Aged,1,Medium,98.4,4.012297251,D,Tier 1,8,1,6704.630266,1.914509365,0,0.666796242,0
641,42,Male,177604,70,Mumbai,,6,14,,,Middle-Aged,0,,98,6.308577207,D,Tier 3,13,1,3516.801867,6.030188082,1,0.216369518,1
642,42,Female,91927,97,Bangalore,Could be better,5,1,,938.0306122,Middle-Aged,1,Medium,9.7,3.902240016,B,Tier 3,15,1,3784.74551,8.114297042,0,0.353906624,0
643,18,Female,,97,Kolkata,Not satisfied,2,1,2,1289.153061,Youth,1,High,9.7,9.430422037,A,Tier 1,13,1,3845.965266,8.384311735,0,0.310786905,1
645,54,Female,175086,97,Delhi,Very bad,5,4,4,1786.591837,Middle-Aged,1,Very High,38.8,7.986795877,A,Tier 1,8,0,7300.06286,1.959730871,0,0.41531424,0
646,18,Other,182947,,Delhi,Could be better,7,17,5,4814.394737,Youth,0,Very High,62.9,9.609287981,A,Tier 3,15,,725.2656595,8.21829458,1,0.277322101,0
647,47,,176863,76,Bangalore,Could be better,1,18,3,2296.922078,Middle-Aged,1,Very High,136.8,5.109434376,C,Tier 2,15,1,4504.19649,6.458300626,0,,0
648,33,Other,90474,52,Kolkata,Not satisfied,3,19,2,1707.056604,Adult,0,Medium,98.8,9.318443711,D,Tier 1,13,1,,5.480171173,0,,0
649,45,Other,147870,26,,Good product,5,8,1,5476.666667,Middle-Aged,0,High,20.8,4.750778011,D,Tier 1,12,1,434.7346567,7.260774471,0,0.602725924,0
653,39,Other,,3,Mumbai,Loved it,4,8,1,12185.5,Adult,0,,,1.642848821,B,Tier 3,,1,176.2614367,1.58086094,0,0.686558264,1
654,25,Other,146082,33,Bangalore,Loved it,8,11,4,,Youth,0,High,36.3,7.036262145,C,,8,1,1620.024014,7.385543128,1,,1
656,23,Female,40045,85,Kolkata,Good product,2,,1,465.6395349,Youth,1,Low,119,6.331955051,A,Tier 1,12,0,1649.610677,1.932206963,0,0.539974373,1
657,69,Female,103521,,Kolkata,Could be better,5,12,3,1278.037037,Senior,1,High,96,2.537046629,B,Tier 2,15,0,4235.213828,9.331676603,0,0.24539196,0
658,22,Other,,47,Kolkata,Excellent,9,11,4,1554.854167,Youth,0,Medium,51.7,4.903263253,A,Tier 1,9,1,,5.657876248,1,,0
659,30,Male,163933,58,Bangalore,Average quality,5,3,3,2778.525424,Adult,0,Very High,17.4,3.199289422,B,Tier 1,15,0,1474.448268,4.285461424,0,0.168882087,1
660,54,Female,47094,88,Delhi,Not satisfied,5,8,1,529.1460674,Middle-Aged,1,Low,70.4,2.237440191,B,Tier 1,13,1,7169.129784,8.020375713,0,0.098849529,0
661,18,Male,,55,Chennai,Very bad,4,6,1,978.7142857,Youth,0,Medium,33,,B,Tier 2,8,1,2125.720154,3.316581812,0,0.957314437,0
662,64,Other,138647,69,Kolkata,Loved it,,18,1,1980.671429,Senior,0,High,124.2,5.501523063,,Tier 3,8,1,3141.880338,6.583437548,0,0.607060268,1
663,,Female,71428,,Delhi,Average quality,4,18,5,736.371134,Senior,1,,172.8,3.412296694,,Tier 3,15,1,,8.07497468,0,0.034327352,0
664,42,Female,63066,5,Kolkata,Average quality,5,2,1,10511,Middle-Aged,0,Medium,,5.357252144,D,Tier 1,15,1,211.3349805,,0,0.871268523,0
665,63,Other,112906,80,Delhi,Loved it,1,15,1,1393.901235,,1,High,120,3.078630731,A,Tier 3,8,1,1640.252733,3.354825269,0,0.78961607,0
666,,,164962,13,,Good product,5,16,2,11783,Youth,,Very High,20.8,9.516852511,,Tier 2,12,0,1234.529727,3.526063392,0,0.758746622,0
667,50,Female,158439,82,Mumbai,Could be better,7,10,2,1908.903614,Middle-Aged,1,Very High,82,3.222719632,A,Tier 3,15,1,6823.280005,2.034570002,1,0.057727959,1
668,,Female,129934,82,Kolkata,Not satisfied,4,1,2,1565.46988,Youth,1,High,8.2,1.803576264,B,Tier 2,13,1,4592.463004,,0,0.900715404,0
670,37,Other,139415,11,Delhi,Could be better,8,18,2,11617.91667,Adult,0,High,19.8,9.21449875,A,Tier 2,15,1,257.2885497,5.205078575,1,0.121739885,1
672,,Other,113246,46,Chennai,Could be better,9,3,2,2409.489362,Middle-Aged,0,High,13.8,7.995605346,D,Tier 2,15,,2631.120791,6.888290147,1,0.933760684,0
673,18,Male,65712,,Chennai,Excellent,5,11,3,,Youth,1,Medium,100.1,9.000755959,B,Tier 3,9,1,2205.244082,1.201522324,0,,0
674,23,Other,91260,34,Kolkata,Average quality,2,10,1,2607.428571,Youth,0,Medium,34,4.693015596,,Tier 2,15,0,2071.644708,,0,0.057192303,0
675,33,Male,170534,62,,Could be better,8,2,2,,Adult,0,Very High,12.4,2.065786246,A,Tier 1,15,1,3330.095632,5.711122755,,0.385714788,1
676,66,Female,57706,28,Bangalore,Loved it,7,14,2,1989.862069,Senior,0,Medium,39.2,6.640925156,D,Tier 3,8,0,478.6465527,5.744636527,,0.298036861,0
677,63,Other,161458,19,Delhi,Good product,9,16,5,8072.9,Senior,0,Very High,30.4,7.573356939,D,Tier 1,12,1,767.7074586,3.962599203,1,0.815248434,0
682,22,,125072,19,Chennai,Good product,5,8,5,6253.6,Youth,0,High,15.2,,A,Tier 1,12,1,844.4277477,8.172510073,0,0.61913187,0
683,43,Female,115119,7,Kolkata,Not satisfied,3,14,4,14389.875,Middle-Aged,0,High,9.8,,C,Tier 2,13,,398.1525388,1.196771973,0,0.682178526,1
684,37,Other,90990,68,Mumbai,Could be better,8,10,2,1318.695652,Adult,0,Medium,68,1.03924453,C,Tier 1,15,1,6130.777335,6.547715381,1,0.45389456,0
685,47,Male,158925,89,Chennai,Very bad,4,17,4,1765.833333,Middle-Aged,1,Very High,151.3,7.183214543,A,Tier 3,8,0,5000.111728,5.362324828,0,0.334411831,1
686,44,Other,111229,76,Chennai,Very bad,5,13,2,1444.532468,Middle-Aged,1,High,98.8,4.050331453,B,Tier 3,8,0,3442.055591,4.609608648,0,0.579674828,1
687,20,,115865,69,Mumbai,Could be better,6,6,1,1655.214286,Youth,0,High,41.4,8.982876642,B,Tier 3,,1,3794.50958,9.293533544,1,0.169694308,0
688,27,Female,141118,30,Chennai,Loved it,2,13,5,4552.193548,,0,High,39,2.811694137,A,Tier 3,,1,1100.042774,7.897131674,0,0.26320885,1
689,62,Male,86917,,Mumbai,Loved it,4,9,1,6685.923077,Senior,0,Medium,10.8,2.692514293,A,Tier 1,8,1,838.6175537,5.841922785,0,0.466058018,0
690,33,Other,109044,19,Kolkata,Loved it,7,19,2,5452.2,Adult,0,High,36.1,4.616825641,C,Tier 2,8,1,912.6161925,8.048900398,,0.203321291,0
691,57,Female,47302,21,Delhi,,8,17,1,2150.090909,Middle-Aged,0,Low,35.7,8.32191562,C,Tier 3,12,0,,6.463539122,1,0.193966151,0
692,68,Other,31814,83,Kolkata,Good product,1,14,4,378.7380952,Senior,1,,116.2,4.129613702,C,Tier 1,12,1,5701.703379,7.783263034,,0.502400339,0
693,51,Female,170737,21,,Average quality,2,14,5,7760.772727,Middle-Aged,0,Very High,29.4,9.845922625,B,Tier 1,15,1,1049.983302,8.527204425,0,0.136953689,0
697,52,Other,83580,31,,Not satisfied,3,10,2,2611.875,Middle-Aged,0,,31,3.840522634,D,Tier 1,13,1,908.7905663,4.07181349,,0.009810897,0
698,18,Other,190457,75,Chennai,Average quality,2,9,2,2506.013158,Youth,1,Very High,67.5,7.963027942,D,Tier 1,15,1,1966.257655,1.874437691,0,0.46126536,1
699,18,Other,187619,3,Kolkata,Good product,1,1,1,46904.75,Youth,,,0.3,5.826776813,B,Tier 2,12,1,55.70888135,6.958798094,,,0
700,36,Other,117462,43,Bangalore,Average quality,,,1,,Adult,,High,4.3,6.742508125,B,Tier 2,15,1,473.3483166,7.031751478,,0.968657378,0
702,28,Male,65836,62,Kolkata,Good product,1,,4,1045.015873,Adult,0,Medium,111.6,1.265975118,C,Tier 2,12,1,697.5069531,4.095128805,0,,1
703,25,Female,170653,38,,Could be better,3,3,2,4375.717949,Youth,0,Very High,11.4,3.480363413,B,Tier 3,15,1,2140.798247,,0,0.427648431,1
704,42,Male,173956,95,Kolkata,Not satisfied,,,2,1812.041667,Middle-Aged,1,,38,6.398466438,B,,13,1,8367.809263,6.88202508,0,0.956558639,1
705,40,Male,53798,70,Kolkata,Not satisfied,9,9,2,,Adult,,Medium,63,3.334295819,A,Tier 2,13,1,2582.831599,7.954186932,1,0.690245163,0
707,36,Male,186766,73,Delhi,Could be better,4,7,5,2523.864865,Adult,1,Very High,51.1,6.154745958,A,Tier 3,15,0,6393.278329,6.063371976,0,0.629181455,0
709,31,,64115,52,Chennai,Average quality,6,11,3,1209.716981,Adult,,Medium,57.2,4.822166426,B,Tier 3,15,0,3532.805926,4.848226633,1,0.819906798,0
710,22,Female,149553,55,Mumbai,Average quality,2,7,5,2670.589286,Youth,0,High,,7.90466153,D,,15,,,6.310233744,0,0.145004076,0
711,41,,95432,49,Delhi,Average quality,1,10,1,1908.64,Middle-Aged,0,Medium,49,7.723005275,D,Tier 1,15,0,1143.580225,9.9184404,0,0.452224237,0
712,34,Female,105469,,Chennai,Could be better,1,11,,1352.166667,Adult,1,High,84.7,,,Tier 1,15,1,7061.085957,4.592642464,0,0.709496741,0
713,61,,119764,41,Bangalore,Could be better,8,2,4,2851.52381,Senior,0,High,8.2,2.468261292,D,Tier 2,15,1,3404.015165,9.431610367,1,0.881134414,1
714,35,Female,116870,47,Delhi,Could be better,7,19,4,2434.791667,Adult,0,High,89.3,7.107417307,D,Tier 3,15,1,2580.945366,1.115265994,1,0.351660913,0
715,62,Male,143711,94,Kolkata,Excellent,8,13,2,,Senior,,High,,7.071348122,A,Tier 2,9,1,6905.249731,8.346433577,1,0.178663205,0
716,49,Female,83079,7,Bangalore,Very bad,1,11,2,10384.875,,0,Medium,7.7,8.759638476,C,Tier 1,8,1,410.145377,6.975498157,0,0.854712395,1
717,62,Male,24025,89,Chennai,Excellent,2,11,4,266.9444444,Senior,1,Low,97.9,,B,Tier 1,9,1,7374.736765,8.960508669,0,0.839283402,1
718,36,,185767,42,,,7,6,2,4320.162791,,,Very High,25.2,5.888378113,C,Tier 2,9,1,999.8271372,7.151952854,1,,0
719,51,Other,159133,92,Chennai,Average quality,5,13,3,,Middle-Aged,1,,119.6,5.256476772,B,Tier 3,15,,1159.09551,3.427465637,0,0.971109123,1
720,19,Male,111319,10,Bangalore,Good product,5,10,2,,Youth,0,High,10,1.524378822,C,Tier 2,12,0,942.6777728,3.150698802,0,0.992561959,0
721,47,Female,57387,72,Mumbai,Not satisfied,,11,3,786.1232877,Middle-Aged,1,Medium,79.2,6.427074452,D,Tier 1,13,0,2487.02498,6.920671437,0,0.692013391,1
722,57,Female,33265,35,Chennai,Not satisfied,8,10,4,924.0277778,Middle-Aged,0,,35,6.421262887,A,Tier 2,13,1,1782.751421,3.565522034,1,0.557273997,1
723,40,Other,125585,99,Bangalore,Good product,3,18,3,1255.85,Adult,1,High,178.2,8.233966458,A,Tier 3,12,0,9495.145151,2.284369023,0,0.329703037,0
724,20,Female,133153,11,Kolkata,Very bad,7,,5,11096.08333,Youth,0,High,9.9,7.29169465,C,Tier 3,8,1,269.112216,6.302646934,1,0.804705428,0
725,40,Male,67779,60,Mumbai,Good product,,13,2,1111.131148,Adult,0,Medium,78,9.559386752,A,Tier 3,12,1,3827.490914,5.74094155,0,,1
726,31,Other,124718,57,Kolkata,,7,13,1,2150.310345,Adult,0,High,74.1,1.808175395,D,Tier 2,15,1,5064.620515,4.477474387,1,0.834920643,1
727,57,Female,189834,85,Chennai,Loved it,4,9,2,2207.372093,Middle-Aged,1,Very High,76.5,1.53017795,,Tier 1,8,1,8496.927624,7.279731997,0,0.230685843,1
729,49,Male,34249,,Kolkata,Good product,,1,1,,Middle-Aged,0,Low,6.6,4.603100664,B,,12,0,4973.780686,6.788962277,1,0.194448697,0
730,65,Other,,34,Bangalore,Good product,9,16,2,,,0,Low,54.4,4.834325465,D,Tier 2,12,1,2610.619947,2.380933263,1,0.35592671,0
731,,Other,127441,38,,Could be better,8,16,2,3267.717949,Senior,0,High,60.8,2.224347251,C,,15,1,854.6379082,8.767606607,1,0.923205303,0
732,,Other,91116,57,,Loved it,3,9,4,1570.965517,Middle-Aged,0,Medium,51.3,8.949415125,D,Tier 1,8,0,3807.279028,6.658958073,0,0.845616767,1
733,68,Male,41672,27,Mumbai,Not satisfied,1,2,,1488.285714,Senior,0,Low,5.4,7.397445281,D,Tier 1,13,0,685.0929317,9.612988058,0,0.628249941,0
734,51,Female,167520,49,Chennai,Could be better,4,9,4,,Middle-Aged,0,Very High,44.1,5.593844765,D,Tier 1,15,1,3508.003792,4.679475549,0,0.82405449,0
